,index,username,to,text,sentiment,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,urls,hashtag,short_date
2772,30187,LeBaronLordKing,,#Alabama #AlabamaAbortionBill #BlackLivesMatter #SayHerName #Blacktwitter #America #California #BayArea #Oakland https://t.co/GJKY3JZbZO,0,1,1,-1,1.12945E+18,https://twitter.com/LeBaronLordKing/status/1129453565066432512,2203587949,2019-05-17 18:28:08+00:00,Fri May 17 18:28:08 +0000 2019,,#Alabama #AlabamaAbortionBill #BlackLivesMatter #SayHerName #Blacktwitter #America #California #BayArea #Oakland,,#sayhername,5/17/2019
2845,30263,AshtonPWoods,,#SayHerName #PamelaTurner https://t.co/dbvKMrjkt5,0,3,16,-1,1.12993E+18,https://twitter.com/AshtonPWoods/status/1129925345652690945,27015566,2019-05-19 01:42:50+00:00,Sun May 19 01:42:50 +0000 2019,,#SayHerName #PamelaTurner,,#sayhername,5/19/2019
10149,137835,MsMarcella,,#SayHerName ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ https:/,0,1,1,-1,1.18373E+18,https://twitter.com/MsMarcella/status/1183729280758550528,21792683,2019-10-14 13:00:27+00:00,Mon Oct 14 13:00:27 +0000 2019,,#SayHerName,,#sayhername,10/14/2019
11869,146369,valley_gyrl,,"Fuck ICE. I canï¿½ï¿½ï¿½t even begin to imagine the hoops one has to jump through to justify supporting this group. &amp; thank you to @ewarren for not being afraid to talk about these issues that are so pressing. Protect trans folx, especially trans women of color! #AbolishICE #SayHerName https://t.co/fiEr",-1,0,0,-1,1.18816E+18,https://twitter.com/valley_gyrl/status/1188159813965860864,722957630,2019-10-26 18:25:49+00:00,Sat Oct 26 18:25:49 +0000 2019,ewarren,#AbolishICE #SayHerName,https://t.co/fiEr7u647n,#sayhername,10/26/2019
4097,46105,SaraJacobsCA,jeremyinbloom,@jeremyinbloom Sorry that I couldnï¿½ï¿½ï¿½t make it - such an important issue. Thank you for being there and raising your voice. #SayH,1,0,2,-1,1.13717E+18,https://twitter.com/SaraJacobsCA/status/1137168891098980352,1656913327,2019-06-08 01:26:05+00:00,Sat Jun 08 01:26:05 +0000 2019,jeremyinbloom,#SayHerName,,#sayhername,6/8/2019
1959,19653,Kee4short,,#SayHerName #neversettle https://t.co/4V9sJmfCcX,0,0,0,-1,1.12621E+18,https://twitter.com/Kee4short/status/1126212291790295045,35566456,2019-05-08 19:48:29+00:00,Wed May 08 19:48:29 +0000 2019,,#SayHerName #neversettle,,#sayhername,5/8/2019
9119,136724,ungaro,,ATATIANA JEFFERSON KILLING BY FT. WORTH TEXAS POLICE. OCT 2019. #ATATIANA #SayHerName #WeChargeGenocide #USA @UNPOintl #BlackAmerica #DAEUS #ADOS #PoliceWelfareCheck #GenocideAgainstBlackAmerica https://t.co/B4p9riNU11,-1,0,0,-1,1.18342E+18,https://twitter.com/ungaro/status/1183423963885719552,8664742,2019-10-13 16:47:14+00:00,Sun Oct 13 16:47:14 +0000 2019,UNPOintl,#ATATIANA #SayHerName #WeChargeGenocide #USA #BlackAmerica #DAEUS #ADOS #PoliceWelfareCheck #GenocideAgainstBlackAmerica,https://t.co/B4p9riNU11,#sayhername,10/13/2019
9501,137140,QueenBeeTee84,,"Wondering where is safe for us? 
Can't go to church. 
Can't go to the mall. 
Can't go home. 

#BlackLivesMatter #AtatianaJefferson 
#SayHerName
#BothamJean 
#SayHisName",-1,0,5,-1,1.18347E+18,https://twitter.com/QueenBeeTee84/status/1183471974586077184,346410309,2019-10-13 19:58:01+00:00,Sun Oct 13 19:58:01 +0000 2019,,#BlackLivesMatter #AtatianaJefferson #SayHerName #BothamJean #SayHisName,,#sayhername,10/13/2019
10534,138242,Lizseeds0311,EclecticRadical,"@EclecticRadical @BernieSanders You'd think he wld. You'd think a few more people in govt wld. I dont get it. I can't think about the whys too much tho, just trying to get someone to #SayHerName.",-1,1,1,-1,1.18386E+18,https://twitter.com/Lizseeds0311/status/1183855366989332480,586926631,2019-10-14 21:21:29+00:00,Mon Oct 14 21:21:29 +0000 2019,EclecticRadical BernieSanders,#SayHerName,,#sayhername,10/14/2019
766,13552,lesleyjpinder,,Come and show your support for the family and friends of #NatalinaAngok tonight.  #SayHerName #EndViolenceAgainstWomen https://t.co/VaQb5Klqm2,1,0,1,-1,1.12238E+18,https://twitter.com/lesleyjpinder/status/1122382475710189570,4860972385,2019-04-28 06:10:09+00:00,Sun Apr 28 06:10:09 +0000 2019,,#NatalinaAngok #SayHerName #EndViolenceAgainstWomen,https://t.co/VaQb5Klqm2,#sayhername,4/28/2019
5647,75457,MonsterMarcia,,#SandraBland was murdered. #SayHerName https://t.co/e8EoCHvQ0y,-1,3,1,-1,1.15014E+18,https://twitter.com/MonsterMarcia/status/1150140325995958272,1934770050,2019-07-13 20:29:56+00:00,Sat Jul 13 20:29:56 +0000 2019,,#SandraBland #SayHerName,https://t.co/e8EoCHvQ0y,#sayhername,7/13/2019
11977,146484,TDoRinfo,TDoRinfo,"Paola Araï¿½ï¿½jo was shot dead near the beauty salon where she worked in Teresina, Piauï¿½ï¿½ (Brazil) on 6 Oct 2019. 
 
 She was 31. #SayHerName #TransLivesMatter #TDoR 
 
 https://t.co/g1",-1,1,5,-1,1.18873E+18,https://twitter.com/TDoRinfo/status/1188732563277438977,9.97911E+17,2019-10-28 08:21:43+00:00,Mon Oct 28 08:21:43 +0000 2019,,#SayHerName #TransLivesMatter #TDoR,https://t.co/g1MrD93h0c,#sayhername,10/28/2019
11925,146428,ChillyWilly1906,DeathFrAbove985,@DeathFrAbove985 ï¿½ï¿½ï¿½Company came overï¿½ï¿½ï¿½,0,0,1,-1,1.18884E+18,https://twitter.com/ChillyWilly1906/status/1188843385395785728,1.00218E+18,2019-10-28 15:42:05+00:00,Mon Oct 28 15:42:05 +0000 2019,DeathFrAbove985,#sayHerName,,#sayhername,10/28/2019
2158,19878,kdubbs222,,This is why they kneel #SayHerName #SandraBland https://t.co/XYs0ZRWZT2,0,1,2,-1,1.12645E+18,https://twitter.com/kdubbs222/status/1126445775716868097,590181328,2019-05-09 11:16:15+00:00,Thu May 09 11:16:15 +0000 2019,,#SayHerName #SandraBland,https://t.co/XYs0ZRWZT2,#sayhername,5/9/2019
12046,146560,RakshaSule,,"A much needed reminder. 

Complementary to the important TEDTalk ""The urgency of intersectionality"" by Kimberle Crenshaw. 

#back2earth19 #intersectionality #sayhername https://t.co/1z8bIflegy",0,0,5,-1,1.189E+18,https://twitter.com/RakshaSule/status/1189002992944586752,3298290282,2019-10-29 02:16:18+00:00,Tue Oct 29 02:16:18 +0000 2019,,#back2earth19 #intersectionality #sayhername,https://t.co/1z8bIflegy,#sayhername,10/29/2019
1246,18850,TerryLStanford2,,The family of SANDRA BLAND #SayHerName is calling for a reinvestigation into her death in jail after this video surfaces. Thanks to @wfaa and @BrianCollister for obtaining this never-before-seen footage. https://t.co/UPvySuBs0N,0,1,0,-1,1.1258E+18,https://twitter.com/TerryLStanford2/status/1125802625050398720,1.04585E+18,2019-05-07 16:40:36+00:00,Tue May 07 16:40:36 +0000 2019,wfaa BrianCollister,#SayHerName,https://t.co/UPvySuBs0N,#sayhername,5/7/2019
11603,142849,Ekuapm,,"This conversation was so insightful, as a daughter of the diaspora, Iï¿½ï¿½ï¿½d definitely want to use my platform even though I am on the outside looking in to see how we can learn and support women in South Africa ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ #UyineneMrwetyana #SayHerName https",-1,1,4,-1,1.18607E+18,https://twitter.com/Ekuapm/status/1186073567156490241,213140597,2019-10-21 00:15:49+00:00,Mon Oct 21 00:15:49 +0000 2019,,#UyineneMrwetyana #SayHerName,https://t.co/AzRZkR8nij,#sayhername,10/21/2019
8293,125287,LeBaronLordKing,,#BlackChurch #AfricanAmericans #WhenTheySeeUs #BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama https://t.co/oBOISf5XR1,0,0,0,-1,1.17873E+18,https://twitter.com/LeBaronLordKing/status/1178730471141691392,2203587949,2019-09-30 17:56:58+00:00,Mon Sep 30 17:56:58 +0000 2019,,#BlackChurch #AfricanAmericans #WhenTheySeeUs #BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama,,#sayhername,9/30/2019
7031,96186,jpclyons,,"https://t.co/hvvCJTZuOA

#SayHerName ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½
#TracySingle ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½
#BlackLivesMatter
ï¿½ï¿½ï¿½@SidewithL",0,0,3,-1,1.16213E+18,https://twitter.com/jpclyons/status/1162126756997947392,27669037,2019-08-15 22:19:44+00:00,Thu Aug 15 22:19:44 +0000 2019,SidewithLove,#SayHerName #TracySingle #BlackLivesMatter,https://t.co/hvvCJTZuOA,#sayhername,8/15/2019
6785,95925,kissfmdetroit,,#SayHerName: Georgia Teen Sentenced To Life For Strangling Sister Over A Wi-Fi Password https://t.co/43irJBZ7vj,0,0,0,-1,1.1599E+18,https://twitter.com/kissfmdetroit/status/1159897617826025472,47961302,2019-08-09 18:41:56+00:00,Fri Aug 09 18:41:56 +0000 2019,,#SayHerName,https://t.co/43irJBZ7vj,#sayhername,8/9/2019
3506,35157,serious2020,,ýýýý Sandra Bland DID NOT COMMIT SUICIDE/Tensions flare in Texas Capitol over new Sandra Bland video ýýý@moorbeyýýý @CatsCommentary @uniqueloves ýýý@AdviseShowMediaýýý #SayHerName https://t.co/cySaDSFUlx,0,3,3,-1,1.13231E+18,https://twitter.com/serious2020/status/1132310919088754688,36133444,2019-05-25 15:42:15+00:00,Sat May 25 15:42:15 +0000 2019,moorbey CatsCommentary uniqueloves AdviseShowMedia,#SayHerName,https://t.co/cySaDSFUlx,#sayhername,5/25/2019
10669,138380,amyr_long,,Perhaps mentioning her name in the headline would have been appropriate. #SayHerName #AtatianaJefferson #thisisnotok https://t.co/e4Emcqe09F,-1,0,1,-1,1.18362E+18,https://twitter.com/amyr_long/status/1183617628339953664,2536365683,2019-10-14 05:36:47+00:00,Mon Oct 14 05:36:47 +0000 2019,,#SayHerName #AtatianaJefferson #thisisnotok,https://t.co/e4Emcqe09F,#sayhername,10/14/2019
7209,101277,SassyBDenise,,"#SayHerName
Stop killing trans women of color! https://t.co/LbB6t0gWRN",-1,0,1,-1,1.16463E+18,https://twitter.com/SassyBDenise/status/1164628813181083648,9.61644E+17,2019-08-22 20:02:01+00:00,Thu Aug 22 20:02:01 +0000 2019,,#SayHerName,https://t.co/LbB6t0gWRN,#sayhername,8/22/2019
10857,138573,JoGinGen,,Atatiana Jefferson #SayHerName #AtatianaJefferson,0,0,0,-1,1.18408E+18,https://twitter.com/JoGinGen/status/1184076923468685312,91802052,2019-10-15 12:01:52+00:00,Tue Oct 15 12:01:52 +0000 2019,,#SayHerName #AtatianaJefferson,,#sayhername,10/15/2019
10845,138561,lhr2522,,"If you grew up in the Baptist Church you know ï¿½ï¿½ï¿½Joy comes in the morningï¿½ï¿½ï¿½ didnï¿½ï¿½ï¿½t literally mean in the AM, it means itï¿½ï¿½ï¿½s a new day and trouble donï¿½ï¿½ï¿½t last always.  GOOD MORNING JOY!!!  #ATATIANAJEFFERSON #SAYHERNAME #WEDEMANDJUSTICE #ITSANEWDAY #THEFIGHTCONTINUES #FORTWORTH",1,0,0,-1,1.18407E+18,https://twitter.com/lhr2522/status/1184074874534408192,7.14492E+17,2019-10-15 11:53:43+00:00,Tue Oct 15 11:53:43 +0000 2019,,#ATATIANAJEFFERSON #SAYHERNAME #WEDEMANDJUSTICE #ITSANEWDAY #THEFIGHTCONTINUES #FORTWORTHPOLICE,https://t.co/yPMj5wVJ79,#sayhername,10/15/2019
11384,139133,weeducating,,#AtatianaJefferson #SayHerName #BLM #BlackLivesMatter https://t.co/BNCfm2Axad,0,0,0,-1,1.18481E+18,https://twitter.com/weeducating/status/1184807663642693632,1.1545E+18,2019-10-17 12:25:34+00:00,Thu Oct 17 12:25:34 +0000 2019,,#AtatianaJefferson #SayHerName #BLM #BlackLivesMatter,https://t.co/BNCfm2Axad,#sayhername,10/17/2019
7388,108853,LeBaronLordKing,,#BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama #NYC #realDonaldTrump https://t.co/QGx65fhmlw,0,0,0,-1,1.16752E+18,https://twitter.com/LeBaronLordKing/status/1167521499713916928,2203587949,2019-08-30 19:36:31+00:00,Fri Aug 30 19:36:31 +0000 2019,,#BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama #NYC #realDonaldTrump,https://t.co/QGx65fhmlw,#sayhername,8/30/2019
7363,105138,danwibg,,What happened to Tanya Day? Nothing. Just another Aboriginal woman died in police custody https://t.co/UwPybjLDnZ #Australia #TanyaDay #SayHerName  @GW_WGSS,-1,0,0,-1,1.16705E+18,https://twitter.com/danwibg/status/1167050162700771329,56399493,2019-08-29 12:23:36+00:00,Thu Aug 29 12:23:36 +0000 2019,GW_WGSS,#Australia #TanyaDay #SayHerName,https://t.co/UwPybjLDnZ,#sayhername,8/29/2019
7367,105142,stephaniehowse,,"Thank you for sharing @QasimRashid Thatï¿½ï¿½ï¿½s why we will always 
#SayHisName #SayHerName 
#TamirRice
#JohnCrawford
#TanishaAnderson
#EricGarner 
#RekiaBoyd
#PhilandoCastile 
And a host of other beautiful souls we have lost.... https://t.co/Wh2k",1,0,0,-1,1.16709E+18,https://twitter.com/stephaniehowse/status/1167088824905846785,34148074,2019-08-29 14:57:13+00:00,Thu Aug 29 14:57:13 +0000 2019,QasimRashid,#SayHisName #SayHerName #TamirRice #JohnCrawford #TanishaAnderson #EricGarner #RekiaBoyd #PhilandoCastile,https://t.co/Wh2kLwRBbQ,#sayhername,8/29/2019
6834,95974,theysingular,theysingular,"Jazzaline Ware, 34.
March, Memphis, TN.
#sayhername",0,0,1,-1,1.16025E+18,https://twitter.com/theysingular/status/1160252022026907648,3173814111,2019-08-10 18:10:13+00:00,Sat Aug 10 18:10:13 +0000 2019,,#sayhername,,#sayhername,8/10/2019
6461,85585,koal2k,,Denali Berries Stuckey Is 12th Black Trans Woman Murdered in 2019 #SayHerName #DenaliBerriesStuckey https://t.co/DwlHlTGAQI,-1,0,0,-1,1.15526E+18,https://twitter.com/koal2k/status/1155263964047183872,16338849,2019-07-27 23:49:27+00:00,Sat Jul 27 23:49:27 +0000 2019,,#SayHerName #DenaliBerriesStuckey,https://t.co/DwlHlTGAQI,#sayhername,7/27/2019
1172,18769,Nanowiz05,,"Shine a lil' light in us and on us
#BlackLivesMatter
#SayHerName
Sandra Blandï¿½ï¿½ï¿½s own cellphone video of 2015 Texas traffic stop surfaces ï¿½ï¿½ï¿½ https://t.co/RtQcQJiKV6 https://t.c",0,0,1,-1,1.12579E+18,https://twitter.com/Nanowiz05/status/1125787401488601088,1886534490,2019-05-07 15:40:07+00:00,Tue May 07 15:40:07 +0000 2019,,#BlackLivesMatter #SayHerName,https://t.co/RtQcQJiKV6 https://t.co/8vQWpmh49l,#sayhername,5/7/2019
11054,138783,andrehenry,,#SayHerName #AtatianaJefferson https://t.co/oTCTaTzOe4,0,3,24,-1,1.18396E+18,https://twitter.com/andrehenry/status/1183955698985689088,25737779,2019-10-15 04:00:10+00:00,Tue Oct 15 04:00:10 +0000 2019,,#SayHerName #AtatianaJefferson,https://t.co/oTCTaTzOe4,#sayhername,10/15/2019
6713,90825,HRC,,".@HRC is deeply saddened to learn of the death of Kiki Fantroy, a Black transgender woman fatally shot in Miami on July 31. #SayHerName https://t.co/i172ZxD2fK",-1,48,92,-1,1.15888E+18,https://twitter.com/HRC/status/1158875397548904449,19608297,2019-08-06 23:00:00+00:00,Tue Aug 06 23:00:00 +0000 2019,HRC,#SayHerName,https://t.co/i172ZxD2fK,#sayhername,8/6/2019
11402,139152,LeBaronLordKing,,What they want us to say and believe #BlackCommunity #BlackChurch #AfricanAmericans #WhenTheySeeUs #BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama https://t.co/s3eopl108H,0,0,0,-1,1.18487E+18,https://twitter.com/LeBaronLordKing/status/1184873796315910144,2203587949,2019-10-17 16:48:21+00:00,Thu Oct 17 16:48:21 +0000 2019,,#BlackCommunity #BlackChurch #AfricanAmericans #WhenTheySeeUs #BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama,,#sayhername,10/17/2019
8066,120232,AnasuyaIam,,Thank you Elizabeth Warren. @ewarren #SayHerName #Transwomen #BlackWomen #BlackLivesMatter https://t.co/7j8WemXMep,1,1,1,-1,1.17523E+18,https://twitter.com/AnasuyaIam/status/1175230878135414784,1078465580,2019-09-21 02:10:50+00:00,Sat Sep 21 02:10:50 +0000 2019,ewarren,#SayHerName #Transwomen #BlackWomen #BlackLivesMatter,https://t.co/7j8WemXMep,#sayhername,9/21/2019
2019,19723,GinaInTheBurg,GinaInTheBurg,"DeRay McKesson to Ari Melber:

This #police officer gets disciplined for this, it just means he can't be a police officer in THIS state. He can still go anywhere else &amp; be a police officer.

That's not accountability.

#SandraBland #SayHerName",-1,0,0,-1,1.12626E+18,https://twitter.com/GinaInTheBurg/status/1126259547776147456,492702318,2019-05-08 22:56:15+00:00,Wed May 08 22:56:15 +0000 2019,,#police #SandraBland #SayHerName,,#sayhername,5/8/2019
8729,136311,SaveOurSons99,,"Can we fucking live?!?!?
Thats the tweet.
""Can we fucking live""
#SayHerName
#AtatianaJefferson https://t.co/ygbbaqShgr",-1,0,2,-1,1.18336E+18,https://twitter.com/SaveOurSons99/status/1183364871519457281,344035749,2019-10-13 12:52:25+00:00,Sun Oct 13 12:52:25 +0000 2019,,#SayHerName #AtatianaJefferson,,#sayhername,10/13/2019
433,9177,danwibg,,What happened to Loreal Tsingine? Just another Native woman killed by police https://t.co/ZxxpJwmaKP #LorealTsingine #SayHerName #NativeLivesMatter,-1,0,0,-1,1.11922E+18,https://twitter.com/danwibg/status/1119218788552073216,56399493,2019-04-19 12:38:47+00:00,Fri Apr 19 12:38:47 +0000 2019,,#LorealTsingine #SayHerName #NativeLivesMatter,https://t.co/ZxxpJwmaKP,#sayhername,4/19/2019
8550,129316,LeBaronLordKing,,#GOAT #BlackChurch #AfricanAmericans #WhenTheySeeUs #BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama #Florida #Dallas https://t.co/4tPPj64K4l,0,0,0,-1,1.18215E+18,https://twitter.com/LeBaronLordKing/status/1182151818790326272,2203587949,2019-10-10 04:32:11+00:00,Thu Oct 10 04:32:11 +0000 2019,,#GOAT #BlackChurch #AfricanAmericans #WhenTheySeeUs #BlackLivesMatter #SayHerName #BlackTwitter #America #BayArea #California #Oakland #Alabama #Florida #Dallas,,#sayhername,10/10/2019
1385,19002,Urbaniszt,,"Newly released cellphone video shows Sandra Bland's view of that fateful traffic stop  https://t.co/eFeebpeQt1

#SayHerName #JusticeForSandraBland",0,0,0,-1,1.12581E+18,https://twitter.com/Urbaniszt/status/1125808530995286016,3091260770,2019-05-07 17:04:04+00:00,Tue May 07 17:04:04 +0000 2019,,#SayHerName #JusticeForSandraBland,https://t.co/eFeebpeQt1,#sayhername,5/7/2019
3530,35182,IssuesUSASPAC,,Support #BlackLivesMatter #BlackTwitter #ICantBreathe #BLM #Ferguson #AllLivesMatter #SayHerName #BlueLivesMatter https://t.co/xz89LfE96F,1,0,0,-1,1.13218E+18,https://twitter.com/IssuesUSASPAC/status/1132180571248054272,3039817185,2019-05-25 07:04:17+00:00,Sat May 25 07:04:17 +0000 2019,,#BlackLivesMatter #BlackTwitter #ICantBreathe #BLM #Ferguson #AllLivesMatter #SayHerName #BlueLivesMatter,https://t.co/xz89LfE96F,#sayhername,5/25/2019
11963,146470,BoerinDivaB,,"Jawel...ook in Belgische media, daar is dï¿½ï¿½ vrouw weerï¿½ï¿½ï¿½ï¿½ #SayHerName https://t.c",0,0,1,-1,1.18897E+18,https://twitter.com/BoerinDivaB/status/1188968056590086150,8.48985E+17,2019-10-28 23:57:29+00:00,Mon Oct 28 23:57:29 +0000 2019,,#SayHerName,https://t.co/ICsBPz9Aj0,#sayhername,10/28/2019
10040,137718,BOYCOTT_TRUMP,,Don't think they will stay SILENT after another precious life is lost! #AtatianaKoquiceJefferson oquiceJefferson #SayHerName #BlackLivesMatter https://t.co/OQG7FBqWNQ,-1,1,3,-1,1.18356E+18,https://twitter.com/BOYCOTT_TRUMP/status/1183556583453794304,276747992,2019-10-14 01:34:13+00:00,Mon Oct 14 01:34:13 +0000 2019,,#AtatianaKoquiceJefferson #SayHerName #BlackLivesMatter,https://t.co/OQG7FBqWNQ,#sayhername,10/14/2019
9683,137328,ShareeWrites,,"Atatiana Jefferson. ï¿½ï¿½ï¿½ï¿½

I have no words. #Sa",-1,0,0,-1,1.18348E+18,https://twitter.com/ShareeWrites/status/1183478966692306944,3342749193,2019-10-13 20:25:48+00:00,Sun Oct 13 20:25:48 +0000 2019,,#SayHerName,,#sayhername,10/13/2019
5391,69272,Yuzu32384658,,#JusticeForShukriAbdi #SayHerName https://t.co/LP8E7PmhOG,0,0,0,-1,1.14925E+18,https://twitter.com/Yuzu32384658/status/1149254404530462720,1.05061E+18,2019-07-11 09:49:36+00:00,Thu Jul 11 09:49:36 +0000 2019,,#JusticeForShukriAbdi #SayHerName,https://t.co/LP8E7PmhOG,#sayhername,7/11/2019
4002,40286,415holgate,,#SayHerName: Chynal Lindsey Is the 3rd Black Trans Woman Killed in Dallas in Less Than a Year https://t.co/bqHoRXtAc9 via @TheRoot,0,0,0,-1,1.13633E+18,https://twitter.com/415holgate/status/1136331981233446912,3139235347,2019-06-05 18:00:31+00:00,Wed Jun 05 18:00:31 +0000 2019,TheRoot,#SayHerName,https://t.co/bqHoRXtAc9,#sayhername,6/5/2019
10266,137960,MsHarleyD,,. #SayHerName #AtatianaJefferson #Atatiana #lockhimup #MondayMood https://t.co/Y9jHlrGD6d,0,0,2,-1,1.18378E+18,https://twitter.com/MsHarleyD/status/1183780931695460352,299706426,2019-10-14 16:25:42+00:00,Mon Oct 14 16:25:42 +0000 2019,,#SayHerName #AtatianaJefferson #Atatiana #lockhimup #MondayMood,https://t.co/Y9jHlrGD6d,#sayhername,10/14/2019
9601,137242,mb93,,"Atatiana Koquice Jefferson
#SayHerName #PoliceBrutality #BlackLivesMatter #AtatianaJefferson #AtatianaKoquiceJefferson #JoshuaBrown #BothamJean https://t.co/9FtlEysieb",0,0,1,-1,1.18346E+18,https://twitter.com/mb93/status/1183459338511368196,30349566,2019-10-13 19:07:48+00:00,Sun Oct 13 19:07:48 +0000 2019,,#SayHerName #PoliceBrutality #BlackLivesMatter #AtatianaJefferson #AtatianaKoquiceJefferson #JoshuaBrown #BothamJean,https://t.co/9FtlEysieb,#sayhername,10/13/2019
